,tconst,primary_title,original_title_x,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,release_year,genre_ids,tmdb_id,original_language,original_title_y,popularity,release_date_y,title,vote_average,vote_count
124,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171.0,70,2010-02-12,Valentine's Day,52000000,110485654,217569328,2010,"[35, 10749]",32856,en,Valentine's Day,11.187000000000001,2010-02-11,Valentine's Day,5.8,1907
125,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320.0,29,2011-05-13,Priest,60000000,29136626,84154026,2011,"[14, 27]",38321,en,Priest,15.318,2011-05-13,Priest,5.5,1157
126,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",6.3,164829.0,21,2014-10-10,Dracula Untold,70000000,55991880,220241723,2014,"[27, 28, 18, 14, 10752]",49017,en,Dracula Untold,29.043000000000003,2014-10-03,Dracula Untold,6.2,3719
127,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687.0,41,2014-05-16,Godzilla,160000000,200676069,529076069,2014,"[28, 18, 878]",124905,en,Godzilla,24.982,2014-05-16,Godzilla,6.1,5053
128,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571.0,96,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,2012,"[16, 35, 10751, 14]",76492,en,Hotel Transylvania,15.318,2012-09-28,Hotel Transylvania,6.9,5013
129,tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524.0,92,2010-09-17,The Town,37000000,92186262,152566881,2010,"[80, 18, 53]",23168,en,The Town,13.475999999999999,2010-09-17,The Town,7.1,2386
131,tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656.0,87,2010-07-09,The Kids Are All Right,4000000,20811365,36275469,2010,"[35, 18]",39781,en,The Kids Are All Right,8.426,2010-07-09,The Kids Are All Right,6.6,854
132,tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,27,2012-05-04,The Avengers,225000000,623279547,1517935897,2012,"[878, 28, 12]",24428,en,The Avengers,50.288999999999994,2012-05-04,The Avengers,7.6,19673
133,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318.0,77,2013-05-24,Epic,100000000,107518682,262794441,2013,"[16, 12, 10751, 14]",116711,en,Epic,13.995,2013-05-24,Epic,6.4,1670
134,tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",5.3,182.0,48,2016-02-19,Risen,20000000,36880033,46255763,2016,"[18, 36]",335778,en,Risen,10.089,2016-02-18,Risen,5.8,433
135,tt3231054,Risen,Risen,2016,107.0,"Action,Adventure,Drama",6.3,22813.0,48,2016-02-19,Risen,20000000,36880033,46255763,2016,"[18, 36]",335778,en,Risen,10.089,2016-02-18,Risen,5.8,433
136,tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",6.1,18095.0,53,2013-03-01,The Sweeney,4500000,26345,8000366,2013,"[28, 80]",116613,en,The Sweeney,6.4,2013-03-01,The Sweeney,5.9,142
137,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",6.8,57277.0,1,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,269806430,2014,"[16, 12, 10751]",82703,en,Mr. Peabody & Sherman,12.812999999999999,2014-03-07,Mr. Peabody & Sherman,6.6,1357
138,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381.0,68,2010-10-08,My Soul to Take,25000000,14744435,16727470,2010,"[18, 27, 9648, 53]",43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247
139,tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266.0,22,2011-09-23,Red State,4000000,1065429,1983596,2011,"[27, 28, 53]",48572,en,Red State,7.816,2011-09-23,Red State,6.1,472
140,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652.0,15,2010-04-30,Please Give,3000000,4033574,4570178,2010,"[35, 18]",40247,en,Please Give,5.945,2010-01-22,Please Give,6.3,81
141,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709.0,67,2010-08-13,Eat Pray Love,60000000,80574010,206598789,2010,[18],38167,en,Eat Pray Love,9.991,2010-08-12,Eat Pray Love,6.0,1208
142,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318.0,45,2011-02-04,Sanctum,30000000,23209310,108957098,2011,"[28, 53]",48340,en,Sanctum,7.457000000000001,2011-02-04,Sanctum,5.9,515
143,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,26,2013-02-22,Snitch,15000000,42930462,57907734,2013,[],295180,en,Snitch,0.6,2011-01-01,Snitch,1.0,1
144,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,26,2013-02-22,Snitch,15000000,42930462,57907734,2013,"[53, 18]",134411,en,Snitch,16.673,2013-02-22,Snitch,5.9,1493
145,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,52,2012-12-31,Snitch,850000,0,0,2012,[],295180,en,Snitch,0.6,2011-01-01,Snitch,1.0,1
146,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,52,2012-12-31,Snitch,850000,0,0,2012,"[53, 18]",134411,en,Snitch,16.673,2013-02-22,Snitch,5.9,1493
147,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,6.7,66893.0,73,2015-01-16,The Wedding Ringer,23000000,64460211,80171596,2015,[35],252838,en,The Wedding Ringer,15.876,2015-01-16,The Wedding Ringer,6.5,961
148,tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661.0,39,2010-08-20,The Switch,19000000,27758465,49858465,2010,"[35, 10749, 18]",41210,en,The Switch,7.745,2010-08-20,The Switch,6.1,1008
149,tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137.0,89,2010-05-14,Letters to Juliet,30000000,53032453,82148538,2010,"[35, 18, 10749]",37056,en,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706
150,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299.0,30,2010-03-26,How to Train Your Dragon,165000000,217581232,494870992,2010,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610
151,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532.0,27,2010-05-21,Shrek Forever After,165000000,238736787,756244673,2010,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.040999999999999,2010-05-16,Shrek Forever After,6.1,3843
152,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629.0,19,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,2012,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,26.939,2012-12-14,The Hobbit: An Unexpected Journey,7.2,12076
153,tt0905372,The Thing,The Thing,2011,103.0,"Horror,Mystery,Sci-Fi",6.2,111900.0,77,2011-10-14,The Thing,38000000,16999934,27573078,2011,"[27, 878, 9648, 53]",60935,en,The Thing,12.349,2011-10-14,The Thing,6.1,1404
155,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154.0,88,2016-07-01,The Legend of Tarzan,180000000,126643061,348902025,2016,"[28, 12]",258489,en,The Legend of Tarzan,14.797,2016-07-01,The Legend of Tarzan,5.8,4102
156,tt0923653,The Dead Undead,The Dead Undead,2010,89.0,"Action,Horror,Sci-Fi",3.0,791.0,7,2010-12-31,The Dead Undead,1100000,0,0,2010,"[27, 878, 28]",53502,en,The Dead Undead,3.127,2010-05-13,The Dead Undead,3.1,9
157,tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,7.0,45357.0,52,2010-12-17,Rabbit Hole,5000000,2229058,6205034,2010,[18],27585,en,Rabbit Hole,9.389,2010-12-16,Rabbit Hole,6.8,292
158,tt0938283,The Last Airbender,The Last Airbender,2010,103.0,"Action,Adventure,Family",4.1,137734.0,83,2010-07-01,The Last Airbender,150000000,131772187,319713881,2010,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143
159,tt0938305,Freaky Deaky,Freaky Deaky,2012,90.0,"Comedy,Crime,Thriller",6.1,6088.0,94,2011-12-31,Freaky Deaky,6000000,0,0,2011,[35],168027,en,Freaky Deaky,4.476,2012-04-22,Freaky Deaky,5.1,28
160,tt0944835,Salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204.0,50,2010-07-23,Salt,130000000,118311368,290650494,2010,"[28, 9648, 53]",27576,en,Salt,13.025,2010-07-23,Salt,6.3,3240
161,tt0944835,Salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204.0,50,2010-07-23,Salt,130000000,118311368,290650494,2010,"[53, 80]",56893,en,Salt,0.632,2012-08-06,Salt,1.0,1
162,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036.0,96,2011-04-01,Source Code,32000000,54712227,140428499,2011,"[53, 878, 9648]",45612,en,Source Code,13.495,2011-04-01,Source Code,7.2,4529
163,tt0947798,Black Swan,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854.0,46,2010-12-03,Black Swan,13000000,106954678,331266710,2010,"[18, 53]",44214,en,Black Swan,13.745,2010-12-03,Black Swan,7.6,8374
164,tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132.0,98,2010-03-12,Green Zone,100000000,35497337,97523020,2010,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176
165,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,31,2012-07-03,The Amazing Spider-Man,220000000,262030663,757890267,2012,"[28, 12, 14]",1930,en,The Amazing Spider-Man,24.391,2012-07-04,The Amazing Spider-Man,6.5,10411
166,tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727.0,11,2010-06-18,The Killer Inside Me,13000000,217277,3617277,2010,"[80, 18, 53]",37414,en,The Killer Inside Me,7.087000000000001,2010-04-27,The Killer Inside Me,5.9,304
167,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569
168,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
169,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569
170,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
171,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569
172,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
173,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569
174,tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
175,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569
176,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
177,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569
178,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,"[12, 28, 53]",375588,en,Robin Hood,39.975,2018-11-21,Robin Hood,5.8,1194
183,tt0959306,Reach Me,Reach Me,2014,95.0,"Comedy,Crime,Drama",4.9,2304.0,90,2014-11-21,Reach Me,5000000,0,0,2014,[18],251994,en,Reach Me,4.659,2014-03-14,Reach Me,5.2,48
184,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862.0,44,2010-07-14,The Sorcerer's Apprentice,160000000,63150991,217986320,2010,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879
185,tt0964517,The Fighter,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539.0,68,2010-12-10,The Fighter,11000000,93617009,129262388,2010,[18],45317,en,The Fighter,10.395,2010-12-17,The Fighter,7.3,2325
186,tt0968264,The Conspirator,The Conspirator,2010,122.0,"Crime,Drama,History",6.9,26416.0,80,2011-04-15,The Conspirator,25000000,11538204,15907411,2011,"[80, 18, 36]",60309,en,The Conspirator,6.492999999999999,2011-04-15,The Conspirator,6.5,226
187,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869.0,89,2011-11-23,Hugo,180000000,73864507,180047784,2011,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,Hugo,7.1,4124
188,tt7496196,Hugo,Hugo,2017,80.0,Documentary,7.9,11.0,89,2011-11-23,Hugo,180000000,73864507,180047784,2011,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,Hugo,7.1,4124
189,tt0970866,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",5.5,99222.0,70,2010-12-22,Little Fockers,100000000,148438600,310650574,2010,"[35, 10749]",39451,en,Little Fockers,12.152999999999999,2010-12-21,Little Fockers,5.6,1883
190,tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135.0,9,2017-11-17,Justice League,300000000,229024295,655945209,2017,"[28, 12, 14, 878]",141052,en,Justice League,34.953,2017-11-17,Justice League,6.2,7510
191,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371.0,62,2011-03-25,Sucker Punch,75000000,36392502,89758389,2011,"[28, 14, 53]",23629,en,Sucker Punch,14.415999999999999,2011-03-25,Sucker Punch,6.0,2716
192,tt0979434,Lottery Ticket,Lottery Ticket,2010,99.0,Comedy,5.0,10042.0,90,2010-08-20,Lottery Ticket,17000000,24719879,24719879,2010,[35],41382,en,Lottery Ticket,7.699,2010-08-20,Lottery Ticket,5.7,92
193,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663.0,48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,2010,"[12, 10751, 14]",10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196
194,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430.0,52,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951,2011,"[12, 16, 9648]",17578,en,The Adventures of Tintin,11.981,2011-12-20,The Adventures of Tintin,6.8,3251
195,tt0985694,Machete,Machete,2010,105.0,"Action,Crime,Thriller",6.6,182320.0,18,2010-09-03,Machete,12500000,26593646,46370970,2010,"[28, 35, 53]",23631,en,Machete,12.557,2010-09-03,Machete,6.3,1862
196,tt0989757,Dear John,Dear John,2010,108.0,"Drama,Romance,War",6.3,128657.0,77,2010-02-05,Dear John,25000000,80014842,142033509,2010,"[18, 10749, 10752]",22971,en,Dear John,12.048,2010-02-04,Dear John,6.8,2676
197,tt0990363,Detention,Detention,2010,81.0,"Horror,Thriller",3.0,889.0,45,2012-04-13,Detention,10000000,0,0,2012,"[27, 28, 35, 53]",108993,en,Detention,2.377,2010-01-16,Detention,3.5,15
198,tt0990363,Detention,Detention,2010,81.0,"Horror,Thriller",3.0,889.0,45,2012-04-13,Detention,10000000,0,0,2012,"[27, 35, 878]",68684,en,Detention,6.136,2011-03-16,Detention,5.6,206
199,tt1701990,Detention,Detention,2011,93.0,"Comedy,Horror,Mystery",5.8,14221.0,45,2012-04-13,Detention,10000000,0,0,2012,"[27, 28, 35, 53]",108993,en,Detention,2.377,2010-01-16,Detention,3.5,15
200,tt1701990,Detention,Detention,2011,93.0,"Comedy,Horror,Mystery",5.8,14221.0,45,2012-04-13,Detention,10000000,0,0,2012,"[27, 35, 878]",68684,en,Detention,6.136,2011-03-16,Detention,5.6,206
205,tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622.0,29,2011-01-14,The Green Hornet,110000000,98780042,229155503,2011,"[28, 80, 35]",40805,en,The Green Hornet,14.501,2011-01-13,The Green Hornet,5.5,1897
206,tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",6.8,179178.0,14,2011-04-08,Hanna,30000000,40259119,65343694,2011,"[28, 53, 12]",50456,en,Hanna,9.709,2011-04-08,Hanna,6.6,1944
207,tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358.0,76,2013-12-25,The Wolf of Wall Street,100000000,116900694,389870414,2013,"[80, 18, 35]",106646,en,The Wolf of Wall Street,29.518,2013-12-25,The Wolf of Wall Street,7.9,12411
208,tt0999913,Straw Dogs,Straw Dogs,2011,110.0,"Action,Drama,Thriller",5.8,30924.0,88,2011-09-16,Straw Dogs,25000000,10324441,11253821,2011,"[18, 53]",64639,en,Straw Dogs,8.749,2011-09-16,Straw Dogs,5.7,255
210,tt1661199,Cinderella,Cinderella,2015,105.0,"Drama,Family,Fantasy",6.9,142792.0,13,2015-03-13,Cinderella,95000000,201151353,534551353,2015,"[10749, 14, 10751, 18]",150689,en,Cinderella,29.055999999999997,2015-03-13,Cinderella,6.7,4517
214,tt1001526,Megamind,Megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488.0,47,2010-11-05,Megamind,130000000,148415853,321887208,2010,"[16, 28, 35, 10751, 878]",38055,en,Megamind,22.855,2010-11-04,Megamind,6.8,3635
215,tt1002563,The Young Messiah,The Young Messiah,2016,111.0,"Drama,Fantasy",5.6,2882.0,17,2016-03-11,The Young Messiah,16800000,6469813,7313697,2016,[18],318850,en,The Young Messiah,5.531000000000001,2016-03-11,The Young Messiah,6.1,50
218,tt1245534,Snatched,Snatched,2011,81.0,Comedy,5.5,61.0,51,2017-05-12,Snatched,42000000,45852178,57852177,2017,[35],154205,en,Snatched,0.725,2011-01-01,Snatched,3.5,2
219,tt1245534,Snatched,Snatched,2011,81.0,Comedy,5.5,61.0,51,2017-05-12,Snatched,42000000,45852178,57852177,2017,"[28, 35]",373569,en,Snatched,10.92,2017-05-12,Snatched,5.3,495
220,tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997.0,51,2017-05-12,Snatched,42000000,45852178,57852177,2017,[35],154205,en,Snatched,0.725,2011-01-01,Snatched,3.5,2
221,tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997.0,51,2017-05-12,Snatched,42000000,45852178,57852177,2017,"[28, 35]",373569,en,Snatched,10.92,2017-05-12,Snatched,5.3,495
224,tt1007029,The Iron Lady,The Iron Lady,2011,105.0,"Biography,Drama",6.4,96066.0,90,2012-01-13,The Iron Lady,14000000,29959436,115592104,2012,"[36, 18]",71688,en,The Iron Lady,8.987,2011-12-30,The Iron Lady,6.4,899
225,tt10075374,The Little Prince,The Little Prince,2019,93.0,Action,8.3,6.0,19,2016-02-12,The Little Prince,77500000,1311213,102028919,2016,"[12, 16, 14, 10751]",309809,en,The Little Prince,8.512,2016-08-05,The Little Prince,7.6,1493
226,tt1754656,The Little Prince,Le Petit Prince,2015,108.0,"Adventure,Animation,Drama",7.7,50015.0,19,2016-02-12,The Little Prince,77500000,1311213,102028919,2016,"[12, 16, 14, 10751]",309809,en,The Little Prince,8.512,2016-08-05,The Little Prince,7.6,1493
228,tt1686470,Inferno,Giao lo dinh menh,2010,100.0,Thriller,6.3,50.0,64,2016-10-28,Inferno,75000000,34343574,219519367,2016,"[9648, 53, 18]",207932,en,Inferno,17.41,2016-10-28,Inferno,5.9,3877
229,tt3062096,Inferno,Inferno,2016,121.0,"Action,Adventure,Crime",6.2,138978.0,64,2016-10-28,Inferno,75000000,34343574,219519367,2016,"[9648, 53, 18]",207932,en,Inferno,17.41,2016-10-28,Inferno,5.9,3877
230,tt3219106,Inferno,Inferno,2014,113.0,Drama,6.3,183.0,64,2016-10-28,Inferno,75000000,34343574,219519367,2016,"[9648, 53, 18]",207932,en,Inferno,17.41,2016-10-28,Inferno,5.9,3877
233,tt1372689,Stranded,Djinns,2010,103.0,"Horror,Mystery",5.1,800.0,13,2013-07-26,Stranded,1900000,0,285593,2013,"[27, 878]",196830,en,Stranded,6.563,2013-07-26,Stranded,3.6,73
234,tt2268573,Stranded,Stranded,2013,84.0,"Horror,Sci-Fi",3.5,3704.0,13,2013-07-26,Stranded,1900000,0,285593,2013,"[27, 878]",196830,en,Stranded,6.563,2013-07-26,Stranded,3.6,73
235,tt4678134,Stranded,Stranded,2015,62.0,Documentary,7.9,10.0,13,2013-07-26,Stranded,1900000,0,285593,2013,"[27, 878]",196830,en,Stranded,6.563,2013-07-26,Stranded,3.6,73
238,tt2009606,Believe,Believe,2013,96.0,"Drama,Sport",5.7,695.0,13,2016-12-02,Believe,3500000,890303,890303,2016,[18],228406,en,Believe,1.327,2013-09-27,Believe,5.9,12
239,tt2009606,Believe,Believe,2013,96.0,"Drama,Sport",5.7,695.0,13,2016-12-02,Believe,3500000,890303,890303,2016,[18],423628,en,Believe,1.536,2016-12-02,Believe,6.5,11
240,tt4700756,Believe,Believe,2016,119.0,Drama,5.0,338.0,13,2016-12-02,Believe,3500000,890303,890303,2016,[18],228406,en,Believe,1.327,2013-09-27,Believe,5.9,12
241,tt4700756,Believe,Believe,2016,119.0,Drama,5.0,338.0,13,2016-12-02,Believe,3500000,890303,890303,2016,[18],423628,en,Believe,1.536,2016-12-02,Believe,6.5,11
244,tt1013743,Knight and Day,Knight and Day,2010,109.0,"Action,Adventure,Comedy",6.3,169840.0,2,2010-06-23,Knight and Day,117000000,76423035,258751370,2010,"[28, 35]",37834,en,Knight and Day,17.713,2010-06-23,Knight and Day,6.0,2494
